vector_add, ld.param.u32, 1024, 143360012288, 345.507818
vector_add, not.pred, 5120001024, 143360012288, 345.507818
vector_add, add.f32, 5120000000, 143360012288, 345.507818
vector_add, mov.b32, 1024, 143360012288, 345.507818
vector_add, st.f32, 5120000000, 143360012288, 345.507818
vector_add, bra.uni, 25600001024, 143360012288, 345.507818
vector_add, ld.param.u64, 3072, 143360012288, 345.507818
vector_add, add.s64, 15360000000, 143360012288, 345.507818
vector_add, setp.lt.s32, 5120001024, 143360012288, 345.507818
vector_add, mul.lo.s32, 5120000000, 143360012288, 345.507818
vector_add, ret, 1024, 143360012288, 345.507818
vector_add, cvt.s64.s32, 15360000000, 143360012288, 345.507818
vector_add, bra, 5120001024, 143360012288, 345.507818
vector_add, shl.b64, 15360000000, 143360012288, 345.507818
vector_add, add.s32, 10240000000, 143360012288, 345.507818
vector_add, mov.u32, 20480003072, 143360012288, 345.507818
vector_add, ld.f32, 10240000000, 143360012288, 345.507818
